pasc,PASC Name Simple,ICD-10-CM Code,ICD-10-CM Code_clean,ICD-10-CM Code Description,selected stringent,selected broader,snomed_code,mapping_source,concept_id,concept_name
Diabetes mellitus with complication,Diabetes mellitus,E13331,E13.331,Other specified diabetes mellitus with moderate nonproliferative diabetic retinopathy with macular edema,1,1,390834004,imo,376683,Nonproliferative retinopathy due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E103529,E10.3529,"Type 1 diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",1,1,232010004,imo,4338896,Traction retinal detachment involving macula
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J984,J98.4,Other disorders of lung,1,1,428519006,imo,4326520,Mixed obstructive and restrictive ventilatory defect
Diabetes mellitus with complication,Diabetes mellitus,E1349,E13.49,Other specified diabetes mellitus with other diabetic neurological complication,1,1,710815001,imo,46272451,Long-term current use of insulin
Diabetes mellitus with complication,Diabetes mellitus,E1065,E10.65,Type 1 diabetes mellitus with hyperglycemia,1,1,609564002,imo,43531008,Pre-existing type 1 diabetes mellitus in pregnancy
Diabetes mellitus with complication,Diabetes mellitus,E133542,E13.3542,"Other specified diabetes mellitus with proliferative diabetic retinopathy with combined traction retinal detachment and rhegmatogenous retinal detachment, left eye",1,1,710815001,imo,46272451,Long-term current use of insulin
Diabetes mellitus with complication,Diabetes mellitus,E11359,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1,1,232022001,imo,4336000,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus
Pressure ulcer of skin,Pressure ulcer,L89500,L89.500,"Pressure ulcer of unspecified ankle, unstageable",1,1,699211004,imo,44782446,Pressure ulcer of ankle
"Musculoskeletal pain, not low back pain",Joint pain,M7918,M79.18,"Myalgia, other site",1,1,1264014005,imo,NULL,NULL
Diabetes mellitus with complication,Diabetes mellitus,E1039,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,1,1,8771000119104,imo,45773067,Bilateral moderate to severe visual impairment
Diabetes mellitus with complication,Diabetes mellitus,E1069,E10.69,Type 1 diabetes mellitus with other specified complication,1,1,368551000119104,imo,37016353,Dyslipidemia due to type 1 diabetes mellitus
"Musculoskeletal pain, not low back pain",Joint pain,M79603,M79.603,"Pain in arm, unspecified",1,1,275530009,imo,4077349,Amputee - limb
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G9341,G93.41,Metabolic encephalopathy,1,1,448419003,imo,40489909,Sepsis due to Streptococcus agalactiae
Diabetes mellitus with complication,Diabetes mellitus,E11341,E11.341,Type 2 diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,1,1,105597003,imo,4023310,Blindness AND/OR vision impairment level
Diabetes mellitus with complication,Diabetes mellitus,E083291,E08.3291,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, right eye",1,1,816178004,imo,37311253,Nonproliferative retinopathy of right eye due to diabetes mellitus
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G9340,G93.40,"Encephalopathy, unspecified",1,1,32895009,imo,443916,Hereditary disease
Diabetes mellitus with complication,Diabetes mellitus,E08341,E08.341,Diabetes mellitus due to underlying condition with severe nonproliferative diabetic retinopathy with macular edema,1,1,4855003,imo,4174977,Retinopathy due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E1039,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,1,1,86643000,imo,376689,Impairment level: severe impairment of both eyes
Diabetes mellitus with complication,Diabetes mellitus,E1039,E10.39,Type 1 diabetes mellitus with other diabetic ophthalmic complication,1,1,193714008,imo,4103738,"Better eye: severe visual impairment, Lesser eye: total visual impairment"
Pressure ulcer of skin,Pressure ulcer,L89011,L89.011,"Pressure ulcer of right elbow, stage 1",1,1,421076008,imo,132393,Pressure ulcer stage 1
Diabetes mellitus with complication,Diabetes mellitus,E11351,E11.351,Type 2 diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,268519009,imo,443238,Diabetic - poor control
Diabetes mellitus with complication,Diabetes mellitus,E1152,E11.52,Type 2 diabetes mellitus with diabetic peripheral angiopathy with gangrene,1,1,372070002,imo,439928,Gangrenous disorder
Diabetes mellitus with complication,Diabetes mellitus,E083293,E08.3293,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy without macular edema, bilateral",1,1,368711000119106,imo,37016356,Mild nonproliferative retinopathy due to secondary diabetes mellitus
Headache; including migraine,Headache,G43119,G43.119,"Migraine with aura, intractable, without status migrainosus",1,1,83351003,imo,4307373,Basilar migraine
Pressure ulcer of skin,Pressure ulcer,L89144,L89.144,"Pressure ulcer of left lower back, stage 4",1,1,1163224003,imo,NULL,NULL
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82C11,I82.C11,Acute embolism and thrombosis of right internal jugular vein,1,1,135001000119100,imo,44782752,Acute deep venous thrombosis of internal jugular vein
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J988,J98.8,Other specified respiratory disorders,1,1,418092006,imo,4170108,Respiratory tract congestion
Diabetes mellitus with complication,Diabetes mellitus,E11621,E11.621,Type 2 diabetes mellitus with foot ulcer,1,1,1163222004,imo,NULL,NULL
Diabetes mellitus with complication,Diabetes mellitus,E083523,E08.3523,"Diabetes mellitus due to underlying condition with proliferative diabetic retinopathy with traction retinal detachment involving the macula, bilateral",1,1,232010004,imo,4338896,Traction retinal detachment involving macula
Diabetes mellitus with complication,Diabetes mellitus,E1132,E11.32,Type 2 diabetes mellitus with mild nonproliferative diabetic retinopathy,1,1,312903003,imo,378743,Mild nonproliferative retinopathy due to diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E083219,E08.3219,"Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema, unspecified eye",1,1,314011005,imo,4210872,Focal exudative maculopathy due to diabetes mellitus
Nervous system signs and symptoms,Cognitive problems,R258,R25.8,Other abnormal involuntary movements,1,1,110359009,imo,40277917,Intellectual disability
Diabetes mellitus with complication,Diabetes mellitus,E113599,E11.3599,"Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema, unspecified eye",1,1,44054006,imo,201826,Type 2 diabetes mellitus
Other specified and unspecified skin disorders,Hair loss,L659,L65.9,"Nonscarring hair loss, unspecified",1,1,95320005,imo,4317258,Disorder of skin
Diabetes mellitus with complication,Diabetes mellitus,E08321,E08.321,Diabetes mellitus due to underlying condition with mild nonproliferative diabetic retinopathy with macular edema,1,1,6141006,imo,372903,Retinal edema
Other general signs and symptoms,Edema,R52,R52,"Pain, unspecified",1,1,27635008,imo,4100071,Aching pain
Pressure ulcer of skin,Pressure ulcer,L89612,L89.612,"Pressure ulcer of right heel, stage 2",1,1,830072004,imo,3654309,Ulcer of right foot
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R1903,R19.03,"Right lower quadrant abdominal swelling, mass and lump",1,1,60728008,imo,442597,Swollen abdomen
Diabetes mellitus with complication,Diabetes mellitus,E133551,E13.3551,"Other specified diabetes mellitus with stable proliferative diabetic retinopathy, right eye",1,1,73211009,imo,201820,Diabetes mellitus
Other general signs and symptoms,Edema,R6250,R62.50,Unspecified lack of expected normal physiological development in childhood,1,1,301329004,imo,4103355,Body growth problem
"Musculoskeletal pain, not low back pain",Joint pain,M549,M54.9,"Dorsalgia, unspecified",1,1,726531007,imo,37118025,Myofascial pain syndrome
Sleep wake disorders,Sleep disorders,G4731,G47.31,Primary central sleep apnea,1,1,104831000119109,imo,43530616,Drug induced central sleep apnea
Diabetes mellitus with complication,Diabetes mellitus,E11359,E11.359,Type 2 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1,1,193703005,imo,4103734,"Better eye: near total visual impairment, Lesser eye: total visual impairment"
Nervous system signs and symptoms,Cognitive problems,R270,R27.0,"Ataxia, unspecified",1,1,437901000124108,imo,763266,Intermittent ataxia
Headache; including migraine,Headache,R519,R51.9,"Headache, unspecified",1,1,82545002,imo,440603,Blood transfusion reaction
Diabetes mellitus with complication,Diabetes mellitus,E133499,E13.3499,"Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy without macular edema, unspecified eye",1,1,268519009,imo,443238,Diabetic - poor control
Other general signs and symptoms,Edema,R638,R63.8,Other symptoms and signs concerning food and fluid intake,1,1,66091009,imo,440508,Congenital disease
Other specified and unspecified lower respiratory disease,Pulmonary fibrosis,J84111,J84.111,"Idiopathic interstitial pneumonia, not otherwise specified",1,1,700249006,imo,45763749,Idiopathic interstitial pneumonia
Diabetes mellitus with complication,Diabetes mellitus,E08311,E08.311,Diabetes mellitus due to underlying condition with unspecified diabetic retinopathy with macular edema,1,1,408415007,imo,4235261,O/E - right eye diabetic maculopathy
PASC-General,U099/B948,B948,B94.8,Sequelae of other specified infectious and parasitic diseases),1,1,123948009,imo,444205,Disorder following viral disease
Neurocognitive disorders,Dementia,F0280,F02.80,Dementia in other diseases classified elsewhere without behavioral disturbance,1,1,733192006,imo,37116467,Dementia due to herpes encephalitis
"Musculoskeletal pain, not low back pain",Joint pain,M25652,M25.652,"Stiffness of left hip, not elsewhere classified",1,1,321921000119100,imo,36684592,Stiffness of joint of left hip
Diabetes mellitus with complication,Diabetes mellitus,E1342,E13.42,Other specified diabetes mellitus with diabetic polyneuropathy,1,1,73211009,imo,201820,Diabetes mellitus
Diabetes mellitus with complication,Diabetes mellitus,E10359,E10.359,Type 1 diabetes mellitus with proliferative diabetic retinopathy without macular edema,1,1,408416008,imo,4255402,O/E - left eye diabetic maculopathy
Diabetes mellitus with complication,Diabetes mellitus,E13341,E13.341,Other specified diabetes mellitus with severe nonproliferative diabetic retinopathy with macular edema,1,1,95717004,imo,4318691,Secondary glaucoma
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I8290,I82.90,Acute embolism and thrombosis of unspecified vein,1,1,1296859006,imo,NULL,NULL
Abdominal pain and other digestive/abdomen signs and symptoms,Abdominal pain,R159,R15.9,Full incontinence of feces,1,1,721726006,imo,36715934,Non-retentive fecal incontinence
Other specified and unspecified skin disorders,Hair loss,L659,L65.9,"Nonscarring hair loss, unspecified",1,1,1216943004,imo,NULL,NULL
Diabetes mellitus with complication,Diabetes mellitus,E1140,E11.40,"Type 2 diabetes mellitus with diabetic neuropathy, unspecified",1,1,38961000087108,imo,NULL,NULL
"Musculoskeletal pain, not low back pain",Joint pain,M79661,M79.661,Pain in right lower leg,1,1,300954003,imo,4116987,Pain in calf
Diabetes mellitus with complication,Diabetes mellitus,E13359,E13.359,Other specified diabetes mellitus with proliferative diabetic retinopathy without macular edema,1,1,609562003,imo,43531006,"Maturity onset diabetes of the young, type 1"
Diabetes mellitus with complication,Diabetes mellitus,E13351,E13.351,Other specified diabetes mellitus with proliferative diabetic retinopathy with macular edema,1,1,609571007,imo,43531013,"Maturity-onset diabetes of the young, type 4"
Other general signs and symptoms,Edema,R6252,R62.52,Short stature (child),1,1,398302004,imo,439394,Congenital anomaly of face
Nervous system signs and symptoms,Cognitive problems,R4701,R47.01,Aphasia,1,1,1197593006,imo,NULL,NULL
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G96198,G96.198,"Other disorders of meninges, not elsewhere classified",1,1,253163008,imo,4102688,Spinal arachnoid cyst
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G9349,G93.49,Other encephalopathy,1,1,1197429000,imo,NULL,NULL
Pressure ulcer of skin,Pressure ulcer,L89320,L89.320,"Pressure ulcer of left buttock, unstageable",1,1,1163226001,imo,NULL,NULL
Other nervous system disorders (neither hereditary nor degenerative),Encephalopathy,G08,G08,Intracranial and intraspinal phlebitis and thrombophlebitis,1,1,52404001,imo,374655,Mastoiditis
Acute phlebitis; thrombophlebitis and thromboembolism,Thromboembolism,I82432,I82.432,Acute embolism and thrombosis of left popliteal vein,1,1,427776007,imo,4175649,Thrombosis of the popliteal vein
Diabetes mellitus with complication,Diabetes mellitus,E1139,E11.39,Type 2 diabetes mellitus with other diabetic ophthalmic complication,1,1,314014002,imo,4210874,Ischemic maculopathy due to diabetes mellitus
Headache; including migraine,Headache,G4440,G44.40,"Drug-induced headache, not elsewhere classified, not intractable",1,1,1260383008,imo,NULL,NULL
