,PASC Name Simple,HD Domain (Defined by Nature paper),CCSR CATEGORY 1,CCSR CATEGORY 1 DESCRIPTION,ICD-10-CM,ICD-10-CM Code Description,Organ Domain,Original CCSR Domain
525,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.B09,"Ophthalmoplegic migraine, not intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
526,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.B1,"Ophthalmoplegic migraine, intractable",Diseases of the Nervous System,Diseases of the Nervous System
527,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.B11,"Ophthalmoplegic migraine, intractable, with status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
528,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.B19,"Ophthalmoplegic migraine, intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
529,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C,Periodic headache syndromes in child or adult,Diseases of the Nervous System,Diseases of the Nervous System
530,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C0,"Periodic headache syndromes in child or adult, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
531,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C01,"Periodic headache syndromes in child or adult, not intractable, with status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
532,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C09,"Periodic headache syndromes in child or adult, not intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
533,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C1,"Periodic headache syndromes in child or adult, intractable",Diseases of the Nervous System,Diseases of the Nervous System
534,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C11,"Periodic headache syndromes in child or adult, intractable, with status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
535,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.C19,"Periodic headache syndromes in child or adult, intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
536,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D,Abdominal migraine,Diseases of the Nervous System,Diseases of the Nervous System
537,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D0,"Abdominal migraine, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
538,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D01,"Menstrual migraine, not intractable, with status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
539,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D09,"Menstrual migraine, not intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
540,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D1,"Abdominal migraine, intractable",Diseases of the Nervous System,Diseases of the Nervous System
541,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D11,"Menstrual migraine, intractable, with status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
542,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G43.D19,"Menstrual migraine, intractable, without status migrainosus",Diseases of the Nervous System,Diseases of the Nervous System
543,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44,Other headache syndromes,Diseases of the Nervous System,Diseases of the Nervous System
544,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.0,Cluster headaches and other trigeminal autonomic cephalgias (TAC),Diseases of the Nervous System,Diseases of the Nervous System
545,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.00,"Cluster headache syndrome, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
546,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.001,"Cluster headache syndrome, unspecified, intractable",Diseases of the Nervous System,Diseases of the Nervous System
547,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.009,"Cluster headache syndrome, unspecified, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
548,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.01,Episodic cluster headache,Diseases of the Nervous System,Diseases of the Nervous System
549,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.011,"Episodic cluster headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
550,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.019,"Episodic cluster headache, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
551,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.02,Chronic cluster headache,Diseases of the Nervous System,Diseases of the Nervous System
552,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.021,"Chronic cluster headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
553,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.029,"Chronic cluster headache, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
554,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.03,Episodic paroxysmal hemicrania,Diseases of the Nervous System,Diseases of the Nervous System
555,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.031,"Episodic paroxysmal hemicrania, intractable",Diseases of the Nervous System,Diseases of the Nervous System
556,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.039,"Episodic paroxysmal hemicrania, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
557,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.04,Chronic paroxysmal hemicrania,Diseases of the Nervous System,Diseases of the Nervous System
558,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.041,"Chronic paroxysmal hemicrania, intractable",Diseases of the Nervous System,Diseases of the Nervous System
559,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.049,"Chronic paroxysmal hemicrania, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
560,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.05,Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT),Diseases of the Nervous System,Diseases of the Nervous System
561,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.051,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), intractable",Diseases of the Nervous System,Diseases of the Nervous System
562,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.059,"Short lasting unilateral neuralgiform headache with conjunctival injection and tearing (SUNCT), not intractable",Diseases of the Nervous System,Diseases of the Nervous System
563,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.09,Other trigeminal autonomic cephalgias (TAC),Diseases of the Nervous System,Diseases of the Nervous System
564,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.091,"Other trigeminal autonomic cephalgias (TAC), intractable",Diseases of the Nervous System,Diseases of the Nervous System
565,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.099,"Other trigeminal autonomic cephalgias (TAC), not intractable",Diseases of the Nervous System,Diseases of the Nervous System
566,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.1,"Vascular headache, not elsewhere classified",Diseases of the Nervous System,Diseases of the Nervous System
567,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.10,"Vascular headache, not elsewhere classified, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
568,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.11,"Vascular headache, not elsewhere classified, intractable",Diseases of the Nervous System,Diseases of the Nervous System
569,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.2,Tension-type headache,Diseases of the Nervous System,Diseases of the Nervous System
570,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.20,"Tension-type headache, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
571,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.201,"Tension-type headache, unspecified, intractable",Diseases of the Nervous System,Diseases of the Nervous System
572,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.209,"Tension-type headache, unspecified, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
573,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.21,Episodic tension-type headache,Diseases of the Nervous System,Diseases of the Nervous System
574,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.211,"Episodic tension-type headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
575,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.219,"Episodic tension-type headache, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
576,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.22,Chronic tension-type headache,Diseases of the Nervous System,Diseases of the Nervous System
577,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.221,"Chronic tension-type headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
578,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.229,"Chronic tension-type headache, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
579,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.3,Post-traumatic headache,Diseases of the Nervous System,Diseases of the Nervous System
580,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.30,"Post-traumatic headache, unspecified",Diseases of the Nervous System,Diseases of the Nervous System
581,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.301,"Post-traumatic headache, unspecified, intractable",Diseases of the Nervous System,Diseases of the Nervous System
582,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.309,"Post-traumatic headache, unspecified, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
583,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.31,Acute post-traumatic headache,Diseases of the Nervous System,Diseases of the Nervous System
584,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.311,"Acute post-traumatic headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
585,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.319,"Acute post-traumatic headache, not intractable",Diseases of the Nervous System,Diseases of the Nervous System
586,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.32,Chronic post-traumatic headache,Diseases of the Nervous System,Diseases of the Nervous System
587,Headache,Diseases of the Nervous System,NVS010,Headache; including migraine,G44.321,"Chronic post-traumatic headache, intractable",Diseases of the Nervous System,Diseases of the Nervous System
